"","City_code","lon","lat","num_tweets"
"2804","LIBERTY HILL TX",-97.92319489,30.66527367,5
"2805","LIBERTY KY",-84.93912506,37.31856537,1
"2806","LIBERTY ME",-69.30149841,44.389534,3
"2807","LIBERTY MO",-94.4196167,39.24604034,140
"2808","LIBERTY MS",-90.81230927,31.15865898,15
"2809","LIBERTY NY",-74.74575043,41.80154037,1
"2810","LIBERTY SC",-82.69210052,34.78824234,3
"2811","LIBERTY TX",-94.79598999,30.05861664,4
"2812","LICKING MO",-91.85713959,37.49972916,10
"2813","LIGONIER PA",-79.23710632,40.24316025,27
"2814","LILBURN GA",-84.14273834,33.89017868,22
"2815","LILLINGTON NC",-78.81506348,35.39981079,7
"2816","LIMA MT",-112.59069061,44.63881302,1
"2817","LIMA OH",-84.10490417,40.74259186,38
"2818","LINCOLN CA",-121.29512024,38.89149475,23
"2819","LINCOLN CITY OR",-124.02077484,44.95772934,1
"2820","LINCOLN IL",-89.36495209,40.1486702,5
"2821","LINCOLN MA",-71.30281067,42.4262085,3
"2822","LINCOLN ME",-68.50415802,45.36241531,1
"2823","LINCOLN NE",-96.6674118,40.80001068,647
"2824","LINCOLN NH",-71.66905212,44.04570007,2
"2825","LINCOLN PARK MI",-83.17868042,42.25064468,9
"2826","LINCOLN PARK NJ",-74.30114746,40.92467117,2
"2827","LINCOLNSHIRE IL",-87.90823364,42.18999863,2
"2828","LINCOLNTON NC",-81.25417328,35.47389603,8
"2829","LINCOLNWOOD IL",-87.73023987,42.00463104,6
"2830","LINDALE TX",-95.40984344,32.51585007,26
"2831","LINDEN NJ",-74.24382782,40.62202454,8
"2832","LINDEN TN",-87.83943939,35.61751175,3
"2833","LINDENHURST NY",-73.37233734,40.68688583,17
"2834","LINDENWOLD NJ",-74.99706268,39.82461548,3
"2835","LINDSAY CA",-119.09003448,36.20293427,1
"2836","LINN MO",-91.85089874,38.48598862,1
"2837","LINO LAKES MN",-93.08938599,45.16019058,4
"2838","LISBON OH",-80.76804352,40.77227402,8
"2839","LISLE IL",-88.07471466,41.80134964,5
"2840","LITCHFIELD CT",-73.18777466,41.74758911,2
"2841","LITCHFIELD IL",-89.65457916,39.17536163,4
"2842","LITITZ PA",-76.30600739,40.15749741,16
"2843","LITTLE CHUTE WI",-88.31884003,44.27976608,18
"2844","LITTLE FALLS NJ",-74.20709229,40.86914444,3
"2845","LITTLE FALLS NY",-74.85877991,43.04351807,1
"2846","LITTLE ROCK AR",-92.28178406,34.7369194,1550
"2847","LITTLESTOWN PA",-77.08756256,39.74491119,7
"2848","LITTLETON CO",-105.01761627,39.6132431,74
"2849","LITTLETON MA",-71.50911713,42.54176712,2
"2850","LITTLETON NC",-77.91158295,36.4350853,1
"2851","LIVE OAK CA",-121.66252899,39.2755127,2
"2852","LIVE OAK FL",-82.98397064,30.29559708,7
"2853","LIVERMORE CA",-121.7701416,37.68147659,37
"2854","LIVERPOOL NY",-76.21547699,43.10769653,14
"2855","LIVINGSTON LA",-90.74835205,30.50234604,3
"2856","LIVINGSTON MT",-110.56222534,45.66219711,30
"2857","LIVINGSTON NJ",-74.31424713,40.79631042,4
"2858","LIVINGSTON TX",-94.93333435,30.71132088,5
"2859","LIVONIA MI",-83.35256958,42.36862564,119
"2860","LLANO TX",-98.67580414,30.7595768,6
"2861","LOBELVILLE TN",-87.78421021,35.77219772,1
"2862","LOCK HAVEN PA",-77.44603729,41.13732147,5
"2863","LOCKHART TX",-97.67056274,29.88551712,1
"2864","LOCKPORT IL",-88.0581131,41.58958435,5
"2865","LOCKPORT NY",-78.69011688,43.17089081,15
"2866","LOCUST GROVE GA",-84.10900879,33.3461113,1
"2867","LOCUST NC",-80.42564392,35.26195145,5
"2868","LODI CA",-121.27423859,38.12984467,58
"2869","LODI NJ",-74.08244324,40.88240814,6
"2870","LODI WI",-89.52679443,43.31368637,3
"2871","LOGAN OH",-82.40658569,39.54026794,12
"2872","LOGAN UT",-111.81716156,41.73900604,251
"2873","LOGAN WV",-81.99302673,37.8519783,1
"2874","LOGANSPORT IN",-86.36410522,40.75329208,17
"2875","LOGANVILLE GA",-83.90035248,33.83914948,31
"2876","LOMA LINDA CA",-117.26285553,34.04835129,4
"2877","LOMBARD IL",-88.00775909,41.8800621,19
"2878","LOMIRA WI",-88.44380188,43.59117126,130
"2879","LOMITA CA",-118.31695557,33.79204941,12
"2880","LOMPOC CA",-120.45986938,34.63894272,17
"2881","LONDON KY",-84.08328247,37.12937546,9
"2882","LONE JACK MO",-94.17330933,38.87243652,1
"2883","LONG BEACH CA",-118.19081116,33.7670517,1432
"2884","LONG BEACH MS",-89.15268707,30.35081673,3
"2885","LONG BEACH NY",-73.6654129,40.58349991,61
"2886","LONG BEACH WA",-124.05699158,46.35176086,13
"2887","LONG BRANCH NJ",-73.991745,40.30428314,14
"2888","LONG GROVE IL",-87.99829865,42.17835617,3
"2889","LONG LAKE WI",-88.6680603,45.84259415,1
"2890","LONGMEADOW MA",-72.5818634,42.05022812,15
"2891","LONGMONT CO",-105.10267639,40.16700745,114
"2892","LONGVIEW TX",-94.73707581,32.4966507,112
"2893","LONGVIEW WA",-122.94042206,46.1375885,90
"2894","LONGWOOD FL",-81.34702301,28.69888687,9
"2895","LONOKE AR",-91.90023804,34.78399277,2
"2896","LONSDALE AR",-92.80835724,34.54459763,1
"2897","LOOMIS NE",-99.50801086,40.47853851,1
"2898","LORAIN OH",-82.17118073,41.45874023,51
"2899","LORIS SC",-78.89011383,34.05680084,21
"2900","LOS ALAMITOS CA",-118.0414505,33.77706909,2
"2901","LOS ALTOS CA",-122.11630249,37.38525772,64
"2902","LOS ANGELES CA",-118.24591064,34.05225754,38320
"2903","LOS BANOS CA",-120.85193634,37.05815887,4
"2904","LOS FRESNOS TX",-97.47680664,26.07257271,3
"2905","LOS GATOS CA",-121.97716522,37.22674561,63
"2906","LOS LUNAS NM",-106.73002625,34.80502701,5
"2907","LOUDON TN",-84.33385468,35.73310471,7
"2908","LOUISA KY",-82.60322571,38.11429596,13
"2909","LOUISA VA",-78.00349426,38.0253067,41
"2910","LOUISBURG KS",-94.68140411,38.61960602,37
"2911","LOUISBURG NC",-78.30069733,36.09918594,1
"2912","LOUISVILLE AL",-85.55543518,31.78362274,2
"2913","LOUISVILLE CO",-105.13265228,39.97768402,35
"2914","LOUISVILLE NE",-96.16282654,40.99780273,1
"2915","LOUISVILLE OH",-81.25919342,40.83742905,3
"2916","LOVELADY TX",-95.44617462,31.12744713,3
"2917","LOVELAND CO",-105.07559967,40.39763641,87
"2918","LOVELAND OH",-84.25993347,39.26356506,21
"2919","LOVELL WY",-108.39072418,44.83721924,1
"2920","LOVES PARK IL",-89.05864716,42.31984711,8
"2921","LOVINGTON NM",-103.35333252,32.9454422,1
"2922","LOWELL AR",-94.13114166,36.25540161,4
"2923","LOWELL IN",-87.42073059,41.29130173,31
"2924","LOWELL MA",-71.31530762,42.63344574,148
"2925","LOWELL MI",-85.34220123,42.93387604,5
"2926","LOWER BURRELL PA",-79.75662994,40.55336761,1
"2927","LOWVILLE NY",-75.49127197,43.78682709,4
"2928","LUBBOCK TX",-101.85443115,33.59677505,321
"2929","LUCAS KS",-98.53717041,39.05620193,1
"2930","LUCEDALE MS",-88.59013367,30.92567635,22
"2931","LUDINGTON MI",-86.4526062,43.95513153,1
"2932","LUFKIN TX",-94.72932434,31.33858681,33
"2933","LUMBERTON NC",-79.00803375,34.61832428,18
"2934","LUMBERTON NJ",-74.80423737,39.9662323,2
"2935","LUMBERTON TX",-94.19047546,30.25369263,2
"2936","LURAY VA",-78.45899963,38.66542816,8
"2937","LUTHER OK",-97.19435883,35.66645432,5
"2938","LUTTRELL TN",-83.74188995,36.19982529,1
"2939","LUVERNE MN",-96.21320343,43.65433121,1
"2940","LYNBROOK NY",-73.67084503,40.65480042,1
"2941","LYNCHBURG VA",-79.14174652,37.41383362,63
"2942","LYNDEN WA",-122.45510101,48.94639969,71
"2943","LYNDHURST NJ",-74.12353516,40.81222153,10
"2944","LYNDHURST OH",-81.48820496,41.52012253,7
"2945","LYNN MA",-70.94833374,42.46699905,75
"2946","LYNNWOOD WA",-122.31757355,47.82042313,122
"2947","LYNWOOD CA",-118.21355438,33.93053055,129
"2948","LYNWOOD IL",-87.53853607,41.52642059,13
"2949","LYONS CO",-105.27237701,40.22478485,3
"2950","MACCLESFIELD NC",-77.66950226,35.75227356,10
"2951","MACKINAW IL",-89.35753632,40.53728104,13
"2952","MACOMB IL",-90.67189026,40.45938873,8
"2953","MADELIA MN",-94.42191315,44.05470276,14
"2954","MADERA CA",-120.0627594,36.96101379,19
"2955","MADISON CT",-72.59211731,41.28052902,16
"2956","MADISON GA",-83.4675827,33.59574127,3
"2957","MADISON HEIGHTS MI",-83.10519409,42.48604965,13
"2958","MADISON IL",-90.15700531,38.68284988,21
"2959","MADISON IN",-85.39073181,38.74140167,1
"2960","MADISON MS",-90.11543274,32.46231079,69
"2961","MADISON NC",-79.95928192,36.38565063,2
"2962","MADISON NE",-97.45545959,41.82836151,7
"2963","MADISON NJ",-74.41627502,40.76013184,15
"2964","MADISON OH",-81.04933929,41.77106476,2
"2965","MADISON SD",-97.11444855,44.00682449,21
"2966","MADISON VA",-78.25695038,38.38075638,6
"2967","MADISON WI",-89.40128326,43.07303619,2583
"2968","MADISON WV",-81.82273102,38.06180191,4
"2969","MADISONVILLE KY",-87.49914551,37.32824707,1
"2970","MADISONVILLE LA",-90.15699005,30.40480232,10
"2971","MADISONVILLE TN",-84.3633728,35.5197525,3
"2972","MADISONVILLE TX",-95.9119339,30.95035172,2
"2973","MADRID IA",-93.82368469,41.87657166,1
"2974","MAGDALENA NM",-107.24351501,34.11511993,4
"2975","MAGNOLIA AR",-93.23983765,33.26739883,2
"2976","MAGNOLIA TX",-95.75150299,30.20981598,9
"2977","MAHOMET IL",-88.40461731,40.19519806,4
"2978","MAHTOMEDI MN",-92.95236206,45.06974411,1
"2979","MAHWAH NJ",-74.14279175,41.08900452,7
"2980","MAIDEN NC",-81.21118164,35.57601166,2
"2981","MAIDEN ROCK WI",-92.31015778,44.56087494,1
"2982","MAINEVILLE OH",-84.2207489,39.31535339,1
"2983","MAITLAND FL",-81.36436462,28.62580872,1
"2984","MAIZE KS",-97.46515656,37.77322006,7
"2985","MALDEN MA",-71.06546783,42.42518234,30
"2986","MALDEN MO",-89.96641541,36.55708313,13
"2987","MALVERN AR",-92.81313324,34.36237717,13
"2988","MALVERN OH",-81.18108368,40.69194412,1
"2989","MALVERN PA",-75.51319885,40.03642654,28
"2990","MALVERNE NY",-73.67324829,40.67933273,3
"2991","MAMARONECK NY",-73.73201752,40.94874191,1
"2992","MAMMOTH LAKES CA",-119.01259613,37.60457611,12
"2993","MANALAPAN NJ",-74.39516449,40.25764465,4
"2994","MANASQUAN NJ",-74.04832458,40.12630463,5
"2995","MANASSAS PARK VA",-77.46895599,38.7841301,20
"2996","MANASSAS VA",-77.47459412,38.75112534,77
"2997","MANAWA WI",-88.91982269,44.46425247,1
"2998","MANCELONA MI",-85.06100464,44.90218735,3
"2999","MANCHESTER CT",-72.52075958,41.77622986,19
"3000","MANCHESTER KY",-83.76169586,37.15374756,3
"3001","MANCHESTER MO",-90.50953674,38.597229,23
"3002","MANCHESTER NH",-71.45406342,42.99581528,566
"3003","MANCHESTER TN",-86.08409882,35.48292923,2
"3004","MANDAN ND",-100.8964386,46.82664108,17
"3005","MANDEVILLE LA",-90.06562805,30.35881805,49
"3006","MANHATTAN BEACH CA",-118.41291809,33.88484192,100
"3007","MANHATTAN IL",-87.98616791,41.42261124,2
"3008","MANHATTAN KS",-96.57228851,39.18354034,222
"3009","MANILA AR",-90.16703796,35.88010788,1
"3010","MANISTEE MI",-86.3241806,44.24435043,3
"3011","MANITO IL",-89.77931213,40.42595291,3
"3012","MANITOU SPRINGS CO",-104.9184494,38.85948944,26
"3013","MANITOWOC WI",-87.65751648,44.08858871,3
"3014","MANKATO MN",-94.02125549,44.15895462,294
"3015","MANNING IA",-95.06541443,41.90926743,4
"3016","MANNING SC",-80.21025085,33.69546509,294
"3017","MANOR TX",-97.55760193,30.34129524,7
"3018","MANSFIELD AR",-94.2530365,35.05989456,13
"3019","MANSFIELD MA",-71.21801758,42.03358078,4
"3020","MANSFIELD OH",-82.51545715,40.75864792,29
"3021","MANSFIELD TX",-97.14230347,32.56362152,38
"3022","MANTECA CA",-121.21790314,37.79747391,37
"3023","MANTON MI",-85.39889526,44.41087341,1
"3024","MANTORVILLE MN",-92.75609589,44.06903458,1
"3025","MANTUA NJ",-75.17108917,39.79433823,3
"3026","MANVEL TX",-95.35823822,29.46306229,8
"3027","MAPLE GROVE MN",-93.47679138,45.14711761,48
"3028","MAPLE HEIGHTS OH",-81.5656662,41.41540146,5
"3029","MAPLE SHADE NJ",-74.9913559,39.95294571,38
"3030","MAPLE VALLEY WA",-122.04039764,47.40601349,9
"3031","MAPLETON IA",-95.79370117,42.16596603,1
"3032","MAPLETON KS",-94.8840332,38.01527786,3
"3033","MAPLETON UT",-111.5824585,40.13248444,4
"3034","MAPLEWOOD MN",-93.05480194,45.01259232,7
"3035","MAPLEWOOD MO",-90.32471466,38.6126976,172
"3036","MAPLEWOOD NJ",-74.27243805,40.77401733,138
"3037","MAQUOKETA IA",-90.66600037,42.06900024,34
"3038","MARANA AZ",-111.22693634,32.43688965,14
"3039","MARATHON FL",-81.09011841,24.71463966,20
"3040","MARBLE FALLS TX",-98.27365875,30.5784893,1
"3041","MARBLEHEAD MA",-70.85662079,42.50020599,7
"3042","MARCELINE MO",-92.94842529,39.71203232,2
"3043","MARCUS IA",-95.8081131,42.82571793,5
"3044","MARFA TX",-104.02053833,30.30808449,58
"3045","MARGATE FL",-80.20605469,26.24529266,1
"3046","MARIANNA FL",-85.22673798,30.77488518,70
"3047","MARICOPA AZ",-112.04915619,33.05832672,49
"3048","MARIETTA GA",-84.54958344,33.9527359,505
"3049","MARIETTA OH",-81.45451355,39.41536331,8
"3050","MARIETTA OK",-97.11754608,33.93697739,5
"3051","MARINA CA",-121.80428314,36.6841507,24
"3052","MARINE CITY MI",-82.49177551,42.71967697,1
"3053","MARINETTE WI",-87.63109589,45.10002518,8
"3054","MARINGOUIN LA",-91.51993561,30.49166107,4
"3055","MARION AL",-87.31942749,32.63277054,8
"3056","MARION AR",-90.19646454,35.21472931,21
"3057","MARION IA",-91.60752869,42.032547,20
"3058","MARION IL",-88.93344116,37.73056412,34
"3059","MARION IN",-85.65896606,40.55827332,50
"3060","MARION KS",-97.018013,38.34838867,4
"3061","MARION MS",-88.64802551,32.41785049,7
"3062","MARION NC",-82.00868225,35.68405914,3
"3063","MARION OH",-83.12861633,40.58881378,27
"3064","MARION SC",-79.40047455,34.18493271,7
"3065","MARION SD",-97.25938416,43.4214325,1
"3066","MARION VA",-81.51425934,36.83526993,3
"3067","MARISSA IL",-89.7505188,38.25014496,6
"3068","MARKHAM IL",-87.69510651,41.59363937,10
"3069","MARKS MS",-90.27207947,34.25684357,38
"3070","MARLBORO NJ",-74.24552917,40.31547546,2
"3071","MARLBOROUGH MA",-71.55128479,42.34592819,19
"3072","MARQUETTE MI",-87.39571381,46.54323196,32
"3073","MARS HILL NC",-82.54877472,35.82659912,1
"3074","MARS PA",-80.01100159,40.69602585,5
"3075","MARSHALL MI",-84.9631424,42.27227402,121
"3076","MARSHALL MN",-95.78921509,44.4466362,67
"3077","MARSHALL MO",-93.19745636,39.12294769,13
"3078","MARSHALL NC",-82.68395996,35.79773331,3
"3079","MARSHALL TX",-94.36775208,32.5450592,9
"3080","MARSHALLTOWN IA",-92.90861511,42.04956055,116
"3081","MARSHFIELD MO",-92.90744781,37.33891678,6
"3082","MARSHFIELD WI",-90.17188263,44.66900635,4
"3083","MART TX",-96.83396149,31.5428257,1
"3084","MARTHASVILLE MO",-91.05782318,38.62841034,1
"3085","MARTIN GA",-83.1847229,34.48738861,3
"3086","MARTIN TN",-88.85335541,36.34902573,16
"3087","MARTINEZ CA",-122.13643646,38.01914597,52
"3088","MARTINS FERRY OH",-80.72425842,40.09586716,13
"3089","MARTINSBURG WV",-77.96557617,39.45707703,14
"3090","MARTINSVILLE IN",-86.42851257,39.42800903,6
"3091","MARTINSVILLE VA",-79.87229156,36.69199371,21
"3092","MARVELL AR",-90.91059113,34.5550499,1
"3093","MARYLAND HEIGHTS MO",-90.43025208,38.71334076,62
"3094","MARYSVILLE CA",-121.59337616,39.14567947,17
"3095","MARYSVILLE MI",-82.48686218,42.91244888,3
"3096","MARYSVILLE OH",-83.36706543,40.2364006,8
"3097","MARYSVILLE PA",-76.92907715,40.34276199,2
"3098","MARYSVILLE WA",-122.17945099,48.05155182,46
"3099","MARYVILLE IL",-89.95622253,38.72364044,3
"3100","MARYVILLE MO",-94.87281036,40.34609604,30
"3101","MARYVILLE TN",-83.96243286,35.76000977,61
"3102","MASCOUTAH IL",-89.79308319,38.49026489,17
"3103","MASON CITY IA",-93.20175934,43.15355301,25
"3104","MASON MI",-84.44378662,42.57910538,7
"3105","MASON OH",-84.30989075,39.36032104,112
"3106","MASON TN",-89.5331192,35.41201401,53
"3107","MASONTOWN PA",-79.89925385,39.84680176,6
"3108","MASONVILLE IA",-91.5915451,42.47937012,1
"3109","MASSAPEQUA PARK NY",-73.45436859,40.68052292,1
"3110","MASSENA NY",-74.89122772,44.92828751,7
"3111","MASSILLON OH",-81.52096558,40.7966156,25
"3112","MATAWAN NJ",-74.22887421,40.41519547,3
"3113","MATFIELD GREEN KS",-96.56110382,38.15935516,4
"3114","MATHIS TX",-97.82859802,28.09514809,1
"3115","MATTESON IL",-87.71334839,41.50400162,4
"3116","MATTHEWS NC",-80.72332001,35.11704254,10
"3117","MATTOON IL",-88.37306976,39.48309326,16
"3118","MAULDIN SC",-82.30957794,34.77907562,3
"3119","MAUMEE OH",-83.65665436,41.56746292,10
"3120","MAYETTA KS",-95.72317505,39.33889008,11
"3121","MAYFIELD HEIGHTS OH",-81.45755005,41.51942062,3
"3122","MAYFIELD KY",-88.63654327,36.74169922,63
"3123","MAYFLOWER AR",-92.42785645,34.95717239,1
"3124","MAYNARD MA",-71.44880676,42.43361664,9
"3125","MAYSVILLE NC",-77.23084259,34.90504074,7
"3126","MAYVILLE WI",-88.54499817,43.49409103,35
"3127","MAYWOOD CA",-118.1865921,33.98660278,1
"3128","MAYWOOD IL",-87.84314728,41.87941742,18
"3129","MCALESTER OK",-95.77042389,34.93368149,3
"3130","MCALLEN TX",-98.23077393,26.20433426,216
"3131","MCCOMB MS",-90.45623016,31.2437973,6
"3132","MCCORMICK SC",-82.29341125,33.91360855,3
"3133","MCDONOUGH GA",-84.1467514,33.44765472,47
"3134","MCFARLAND CA",-119.23103333,35.67798996,2
"3135","MCFARLAND WI",-89.28981781,43.01242828,2
"3136","MCGREGOR TX",-97.41001129,31.44441986,4
"3137","MCHENRY IL",-88.2740097,42.34480286,41
"3138","MCINTOSH FL",-82.22186279,29.44919586,1
"3139","MCKENZIE TN",-88.51866913,36.13283157,1
"3140","MCKINNEY TX",-96.6155777,33.19782257,183
"3141","MCLEAN TX",-100.60017395,35.23252487,1
"3142","MCLEANSBORO IL",-88.53587341,38.09341049,6
"3143","MCMINNVILLE OR",-123.20192719,45.20968628,67
"3144","MCMINNVILLE TN",-85.77684784,35.68649673,1
"3145","MCPHERSON KS",-97.66510773,38.37078094,10
"3146","MEADVILLE MO",-93.3026123,39.78415298,1
"3147","MEADVILLE PA",-80.15116119,41.64140701,17
"3148","MEBANE NC",-79.26649475,36.09629059,33
"3149","MECHANICSBURG IL",-89.39729309,39.80957794,1
"3150","MECHANICSBURG OH",-83.55617523,40.07216644,1
"3151","MECHANICSBURG PA",-77.00779724,40.21432114,27
"3152","MECHANICSVILLE IA",-91.25505829,41.90429306,1
"3153","MECHANICVILLE NY",-73.68631744,42.90293121,2
"3154","MEDFORD LAKES NJ",-74.80196381,39.85878754,3
"3155","MEDFORD MA",-71.10526276,42.41849518,98
"3156","MEDFORD NJ",-74.82254791,39.90135193,8
"3157","MEDFORD OR",-122.87731934,42.32625961,106
"3158","MEDIA PA",-75.38693237,39.91692734,17
"3159","MEDICAL LAKE WA",-117.68251801,47.57226944,19
"3160","MEDINA OH",-81.86336517,41.13858795,99
"3161","MEDORA ND",-103.5243988,46.91657257,1
"3162","MEDWAY MA",-71.39579773,42.14194107,12
"3163","MELBOURNE AR",-91.90882111,36.05977631,1
"3164","MELBOURNE FL",-80.60625458,28.07838249,146
"3165","MELISSA TX",-96.57331848,33.28625488,4
"3166","MELROSE MA",-71.07271576,42.45837784,27
"3167","MELROSE PARK IL",-87.85682678,41.90048218,5
"3168","MELVINDALE MI",-83.17527771,42.2828331,2
"3169","MEMPHIS TN",-90.01696014,35.1194191,5273
"3170","MENA AR",-94.24035645,34.58638,85
"3171","MENASHA WI",-88.44643402,44.20197296,3
"3172","MENDOTA CA",-120.38401031,36.75325012,4
"3173","MENDOTA HEIGHTS MN",-93.12650299,44.88226318,7
"3174","MENLO PARK CA",-122.18424225,37.45361328,156
"3175","MENOMINEE MI",-87.61431885,45.10792542,3
"3176","MENOMONEE FALLS WI",-88.11719513,43.17907715,24
"3177","MENOMONIE WI",-91.92002106,44.87564468,2
"3178","MENTOR-ON-THE-LAKE OH",-81.36006927,41.70515442,2
"3179","MENTOR OH",-81.33918762,41.66637421,52
"3180","MERCED CA",-120.48487854,37.30197525,137
"3181","MERCEDES TX",-97.91394043,26.15032959,15
"3182","MEREDITH NH",-71.50298309,43.65645218,3
"3183","MERIDEN CT",-72.80596161,41.5384407,15
"3184","MERIDIAN ID",-116.39411926,43.611866,23
"3185","MERIDIAN MS",-88.70374298,32.36473846,37
"3186","MERRIAM KS",-94.69395447,39.02367401,8
"3187","MERRILL WI",-89.6834259,45.18042755,3
"3188","MERRILLVILLE IN",-87.33312988,41.48298645,18
"3189","MESA AZ",-111.82390594,33.42222214,731
"3190","MESQUITE NV",-114.0683136,36.80557251,8
"3191","MESQUITE TX",-96.59959412,32.76692581,213
"3192","METAMORA IL",-89.36064911,40.7908287,1
"3193","METCALFE MS",-91.00767517,33.45438385,1
"3194","METUCHEN NJ",-74.36269379,40.543293,8
"3195","MEXIA TX",-96.48291016,31.68026352,3
"3196","MEXICO BEACH FL",-85.41775513,29.94825554,2
"3197","MEXICO ME",-70.54452515,44.56102371,1
"3198","MEXICO MO",-91.8833313,39.16965866,17
"3199","MIAMI BEACH FL",-80.12982178,25.79146576,567
"3200","MIAMI FL",-80.19329071,25.77483749,7597
"3201","MIAMI OK",-94.87779999,36.87476349,10
"3202","MIAMI SHORES FL",-80.19244385,25.8637619,8
"3203","MIAMI SPRINGS FL",-80.28911591,25.82328033,1
"3204","MIAMISBURG OH",-84.28652191,39.643116,52
"3205","MICHIGAN CITY IN",-86.89486694,41.70751572,13
"3206","MIDDLEBURG HEIGHTS OH",-81.81239319,41.3615799,1
"3207","MIDDLEBURG VA",-77.73491669,38.96906662,3
"3208","MIDDLEBURY IN",-85.71139526,41.67531967,12
"3209","MIDDLEBURY VT",-73.16629028,44.01540756,141
"3210","MIDDLESEX NJ",-74.49213409,40.57284164,2
"3211","MIDDLETON MA",-71.01519775,42.59541702,1
"3212","MIDDLETON WI",-89.50476074,43.09717941,10
"3213","MIDDLETOWN CT",-72.64955902,41.56232071,75
"3214","MIDDLETOWN DE",-75.71700287,39.44935226,39
"3215","MIDDLETOWN KY",-85.53855896,38.24543762,1
"3216","MIDDLETOWN NJ",-74.11607361,40.39449692,15
"3217","MIDDLETOWN NY",-74.4223938,41.44607544,15
"3218","MIDDLETOWN OH",-84.39844513,39.51361084,20
"3219","MIDDLEVILLE MI",-85.46193695,42.71302032,2
"3220","MIDLAND MI",-84.24700928,43.61585236,61
"3221","MIDLAND NC",-80.50031281,35.22761154,1
"3222","MIDLAND TX",-102.07936859,31.99754143,66
"3223","MIDLOTHIAN TX",-96.99511719,32.4827919,5
"3224","MIDVALE UT",-111.9078598,40.61109924,2
"3225","MIDWAY FL",-84.45413971,30.49596024,4
"3226","MIDWAY GA",-81.43025208,31.80617905,1
"3227","MIDWAY UT",-111.47620392,40.51210022,1
"3228","MIDWEST CITY OK",-97.39709473,35.44970703,23
"3229","MIFFLINBURG PA",-77.04728699,40.91789627,2
"3230","MIFFLINTOWN PA",-77.39626312,40.56981659,2
"3231","MILAN IL",-90.57264709,41.45294952,5
"3232","MILAN MI",-83.68206024,42.08535004,1
"3233","MILAN TN",-88.75936127,35.91966248,5
"3234","MILFORD CT",-73.05560303,41.2226181,17
"3235","MILFORD DE",-75.42737579,38.9128685,17
"3236","MILFORD IA",-95.15058899,43.32461929,1
"3237","MILFORD MA",-71.51522064,42.14015198,114
"3238","MILFORD MI",-83.59909821,42.59347534,7
"3239","MILFORD NH",-71.64792633,42.83569717,1
"3240","MILFORD NY",-74.94455719,42.59064865,66
"3241","MILFORD OH",-84.29400635,39.17559433,7
"3242","MILFORD PA",-74.80150604,41.3222847,2
"3243","MILL VALLEY CA",-122.54733276,37.90579224,75
"3244","MILLBRAE CA",-122.3894043,37.59856033,7
"3245","MILLBROOK AL",-86.36187744,32.48031998,7
"3246","MILLBROOK NY",-73.69306183,41.78520966,11
"3247","MILLBURY MA",-71.76168823,42.1903038,2
"3248","MILLEDGEVILLE GA",-83.23179626,33.08055878,30
"3249","MILLERSBURG PA",-76.96018982,40.53970718,3
"3250","MILLERSTOWN PA",-79.79847717,40.65014267,1
"3251","MILLERSVILLE PA",-76.35368347,39.99788666,3
"3252","MILLINGTON TN",-89.89770508,35.34148788,1
"3253","MILLIS MA",-71.35676575,42.16779327,2
"3254","MILLSBORO DE",-75.29344177,38.58910751,8
"3255","MILLSTADT IL",-90.09213257,38.46154404,4
"3256","MILLTOWN NJ",-74.44260406,40.45628738,7
"3257","MILLVILLE NJ",-75.03882599,39.40239716,10
"3258","MILPITAS CA",-121.90908051,37.42808533,12
"3259","MILTON DE",-75.31299591,38.77088547,6
"3260","MILTON FL",-87.03953552,30.63289833,16
"3261","MILTON MA",-71.06531525,42.25027466,12
"3262","MILTON NH",-70.98744965,43.41014481,1
"3263","MILTON PA",-76.84694672,41.0123024,3
"3264","MILTON WA",-122.31570435,47.2477684,1
"3265","MILTON WI",-88.9439621,42.77545547,12
"3266","MILTON WV",-82.12947845,38.43808746,2
"3267","MILWAUKEE WI",-87.90684509,43.03887939,3828
"3268","MILWAUKIE OR",-122.64170837,45.44596481,22
"3269","MINDEN LA",-93.28716278,32.61589432,588
"3270","MINEOLA NY",-73.63988495,40.74962234,3
"3271","MINERAL CITY OH",-81.36077881,40.6011467,1
"3272","MINERAL WELLS TX",-98.11335754,32.80846024,4
"3273","MINERSVILLE PA",-76.26126862,40.69085693,4
"3274","MINIER IL",-89.31304932,40.43381882,4
"3275","MINNEAPOLIS MN",-93.26397705,44.97980118,7365
"3276","MINNEOLA FL",-81.74643707,28.57386589,6
"3277","MINNESOTA CITY MN",-91.74989319,44.09374237,2
"3278","MINNETONKA MN",-93.43367004,44.92795181,29
"3279","MINNEWAUKAN ND",-99.25090027,48.06991959,1
"3280","MINOT ND",-101.2953949,48.23139572,24
"3281","MINSTER OH",-84.3759613,40.39321518,1
"3282","MINT HILL NC",-80.64685059,35.17968369,7
"3283","MIRAMAR FL",-80.23181915,25.98794746,134
"3284","MISHAWAKA IN",-86.18048859,41.65872574,41
"3285","MISSION KS",-94.65638733,39.02796173,287
"3286","MISSION SD",-100.65794373,43.30659866,5
"3287","MISSION TX",-98.32580566,26.21655273,80
"3288","MISSION VIEJO CA",-117.67373657,33.59992218,34
"3289","MISSOULA MT",-113.98326874,46.87278366,329
"3290","MISSOURI CITY TX",-95.5381012,29.61878204,126
"3291","MITCHELL IN",-86.47343445,38.73275375,2
