"yday","location","time","location_total.counts","positive.counts","negative.counts","neutral.counts","counts","lon","lat","totalpopulation"
226,"MADISON NJ",6,3,2,0,1,3,-74.41627502,40.76013184,16091
226,"MADISON OH",6,1,1,0,0,1,-81.04933929,41.77106476,3183
226,"MADISON SD",6,16,4,5,7,16,-97.11444855,44.00682449,6972
226,"MADISON VA",6,5,3,1,1,5,-78.25695038,38.38075638,182
226,"MADISON WI",6,826,235,226,365,826,-89.40128326,43.07303619,243122
226,"MADISON WV",6,1,0,0,1,1,-81.82273102,38.06180191,2993
226,"MADISONVILLE LA",6,5,0,3,2,5,-90.15699005,30.40480232,756
226,"MADISONVILLE TX",6,1,0,0,1,1,-95.9119339,30.95035172,4518
226,"MADRID IA",6,1,1,0,0,1,-93.82368469,41.87657166,2554
226,"MAGNOLIA TX",6,3,0,1,2,3,-95.75150299,30.20981598,1566
226,"MAIDEN NC",6,1,0,0,1,1,-81.21118164,35.57601166,3346
226,"MALDEN MA",6,12,4,2,6,12,-71.06546783,42.42518234,60612
226,"MALDEN MO",6,2,1,0,1,2,-89.96641541,36.55708313,4407
226,"MALVERN OH",6,1,1,0,0,1,-81.18108368,40.69194412,1169
226,"MALVERN PA",6,7,2,5,0,7,-75.51319885,40.03642654,3263
226,"MAMMOTH LAKES CA",6,2,0,2,0,2,-119.0125961,37.60457611,8104
226,"MANASQUAN NJ",6,1,0,0,1,1,-74.04832458,40.12630463,5830
226,"MANASSAS PARK VA",6,13,2,6,5,13,-77.46895599,38.7841301,15625
226,"MANASSAS VA",6,20,8,5,7,20,-77.47459412,38.75112534,40743
226,"MANAWA WI",6,1,0,0,1,1,-88.91982269,44.46425247,1332
226,"MANCHESTER KY",6,1,0,1,0,1,-83.76169586,37.15374756,1489
226,"MANCHESTER MO",6,8,0,1,7,8,-90.50953674,38.597229,18187
226,"MANCHESTER NH",6,211,54,70,87,211,-71.45406342,42.99581528,110139
226,"MANCHESTER TN",6,2,1,0,1,2,-86.08409882,35.48292923,10298
226,"MANDAN ND",6,15,4,7,4,15,-100.8964386,46.82664108,19962
226,"MANDEVILLE LA",6,25,6,8,11,25,-90.06562805,30.35881805,12187
226,"MANHATTAN BEACH CA",6,21,4,6,11,21,-118.4129181,33.88484192,35603
226,"MANHATTAN IL",6,1,0,1,0,1,-87.98616791,41.42261124,7161
226,"MANHATTAN KS",6,66,23,17,26,66,-96.57228851,39.18354034,55769
226,"MANISTEE MI",6,1,1,0,0,1,-86.3241806,44.24435043,6136
226,"MANITO IL",6,3,1,0,2,3,-89.77931213,40.42595291,1689
226,"MANITOU SPRINGS CO",6,11,4,4,3,11,-104.9184494,38.85948944,5211
226,"MANKATO MN",6,47,14,16,17,47,-94.02125549,44.15895462,40557
226,"MANNING IA",6,4,1,1,2,4,-95.06541443,41.90926743,1558
226,"MANNING SC",6,123,34,36,53,123,-80.21025085,33.69546509,4056
226,"MANOR TX",6,2,1,1,0,2,-97.55760193,30.34129524,6435
226,"MANSFIELD AR",6,4,1,1,2,4,-94.2530365,35.05989456,1235
226,"MANSFIELD OH",6,8,1,4,3,8,-82.51545715,40.75864792,46998
226,"MANSFIELD TX",6,8,2,3,3,8,-97.14230347,32.56362152,61559
226,"MANTECA CA",6,1,1,0,0,1,-121.2179031,37.79747391,72251
226,"MANVEL TX",6,4,2,0,2,4,-95.35823822,29.46306229,6690
226,"MAPLE GROVE MN",6,13,1,3,9,13,-93.47679138,45.14711761,65687
226,"MAPLE VALLEY WA",6,3,1,1,1,3,-122.0403976,47.40601349,24682
226,"MAPLETON KS",6,1,0,0,1,1,-94.8840332,38.01527786,99
226,"MAPLETON UT",6,2,1,0,1,2,-111.5824585,40.13248444,8788
226,"MAPLEWOOD MN",6,1,0,0,1,1,-93.05480194,45.01259232,39775
226,"MAPLEWOOD MO",6,57,19,15,23,57,-90.32471466,38.6126976,7960
226,"MAQUOKETA IA",6,7,2,1,4,7,-90.66600037,42.06900024,6029
226,"MARANA AZ",6,2,0,0,2,2,-111.2269363,32.43688965,38280
226,"MARATHON FL",6,15,7,3,5,15,-81.09011841,24.71463966,8563
226,"MARIANNA FL",6,6,0,3,3,6,-85.22673798,30.77488518,8860
226,"MARICOPA AZ",6,15,5,3,7,15,-112.0491562,33.05832672,45748
226,"MARIETTA GA",6,176,46,43,87,176,-84.54958344,33.9527359,58906
226,"MARIETTA OH",6,5,0,3,2,5,-81.45451355,39.41536331,13996
226,"MARIETTA OK",6,1,0,0,1,1,-97.11754608,33.93697739,2683
226,"MARINA CA",6,16,2,2,12,16,-121.8042831,36.6841507,20537
226,"MARINETTE WI",6,5,1,2,2,5,-87.63109589,45.10002518,10863
226,"MARINGOUIN LA",6,1,0,0,1,1,-91.51993561,30.49166107,871
226,"MARION AL",6,4,1,1,2,4,-87.31942749,32.63277054,3551
226,"MARION IA",6,6,1,3,2,6,-91.60752869,42.032547,36311
226,"MARION IL",6,7,2,2,3,7,-88.93344116,37.73056412,17588
226,"MARION IN",6,12,5,3,4,12,-85.65896606,40.55827332,29075
226,"MARION KS",6,1,1,0,0,1,-97.018013,38.34838867,1857
226,"MARION MS",6,3,0,0,3,3,-88.64802551,32.41785049,1547
226,"MARION OH",6,4,0,1,3,4,-83.12861633,40.58881378,36701
226,"MARION SC",6,4,1,1,2,4,-79.40047455,34.18493271,6793
226,"MARKS MS",6,3,0,0,3,3,-90.27207947,34.25684357,1630
226,"MARLBOROUGH MA",6,5,1,0,4,5,-71.55128479,42.34592819,39425
226,"MARQUETTE MI",6,11,2,2,7,11,-87.39571381,46.54323196,21444
226,"MARSHALL MI",6,5,1,1,3,5,-84.9631424,42.27227402,7038
226,"MARSHALL MN",6,17,6,2,9,17,-95.78921509,44.4466362,13608
226,"MARSHALL MO",6,1,1,0,0,1,-93.19745636,39.12294769,13048
226,"MARSHALL TX",6,5,2,0,3,5,-94.36775208,32.5450592,23743
226,"MARSHALLTOWN IA",6,64,14,16,34,64,-92.90861511,42.04956055,27770
226,"MARSHFIELD MO",6,2,0,0,2,2,-92.90744781,37.33891678,6860
226,"MARSHFIELD WI",6,1,0,1,0,1,-90.17188263,44.66900635,18410
226,"MART TX",6,1,0,1,0,1,-96.83396149,31.5428257,2050
226,"MARTIN TN",6,4,1,2,1,4,-88.85335541,36.34902573,11199
226,"MARTINEZ CA",6,32,10,10,12,32,-122.1364365,38.01914597,37300
226,"MARTINS FERRY OH",6,2,0,2,0,2,-80.72425842,40.09586716,6829
226,"MARTINSBURG WV",6,6,0,2,4,6,-77.96557617,39.45707703,17564
226,"MARTINSVILLE IN",6,4,0,0,4,4,-86.42851257,39.42800903,11739
226,"MARTINSVILLE VA",6,12,3,2,7,12,-79.87229156,36.69199371,13624
226,"MARYLAND HEIGHTS MO",6,12,5,4,3,12,-90.43025208,38.71334076,27401
226,"MARYSVILLE CA",6,8,2,4,2,8,-121.5933762,39.14567947,12161
226,"MARYSVILLE OH",6,3,1,0,2,3,-83.36706543,40.2364006,22732
226,"MARYSVILLE PA",6,1,0,0,1,1,-76.92907715,40.34276199,2525
226,"MARYSVILLE WA",6,12,5,1,6,12,-122.179451,48.05155182,63760
226,"MARYVILLE IL",6,1,0,1,0,1,-89.95622253,38.72364044,7791
226,"MARYVILLE MO",6,8,3,3,2,8,-94.87281036,40.34609604,11997
226,"MARYVILLE TN",6,13,4,2,7,13,-83.96243286,35.76000977,27993
226,"MASCOUTAH IL",6,3,0,1,2,3,-89.79308319,38.49026489,7801
226,"MASON CITY IA",6,5,3,2,0,5,-93.20175934,43.15355301,27643
226,"MASON MI",6,1,0,0,1,1,-84.44378662,42.57910538,8317
226,"MASON OH",6,25,8,6,11,25,-84.30989075,39.36032104,31654
226,"MASONTOWN PA",6,5,2,0,3,5,-79.89925385,39.84680176,3416
226,"MASSILLON OH",6,10,4,3,3,10,-81.52096558,40.7966156,32215
226,"MATAWAN NJ",6,1,1,0,0,1,-74.22887421,40.41519547,8887
226,"MATFIELD GREEN KS",6,2,0,0,2,2,-96.56110382,38.15935516,50
226,"MATTESON IL",6,2,0,0,2,2,-87.71334839,41.50400162,19159
226,"MATTHEWS NC",6,2,1,1,0,2,-80.72332001,35.11704254,29352
226,"MATTOON IL",6,1,0,1,0,1,-88.37306976,39.48309326,17646
226,"MAULDIN SC",6,1,0,0,1,1,-82.30957794,34.77907562,24396
226,"MAUMEE OH",6,4,1,1,2,4,-83.65665436,41.56746292,14083
226,"MAYETTA KS",6,3,0,1,2,3,-95.72317505,39.33889008,337
226,"MAYFIELD HEIGHTS OH",6,1,0,1,0,1,-81.45755005,41.51942062,18918
226,"MAYFIELD KY",6,38,12,8,18,38,-88.63654327,36.74169922,10101
226,"MAYSVILLE NC",6,3,1,1,1,3,-77.23084259,34.90504074,915
226,"MAYVILLE WI",6,24,9,6,9,24,-88.54499817,43.49409103,5060
226,"MAYWOOD CA",6,1,0,1,0,1,-118.1865921,33.98660278,27739
226,"MAYWOOD IL",6,1,0,0,1,1,-87.84314728,41.87941742,24138
226,"MCALLEN TX",6,64,11,17,36,64,-98.23077393,26.20433426,136993
226,"MCCOMB MS",6,1,1,0,0,1,-90.45623016,31.2437973,12723
226,"MCCORMICK SC",6,3,0,1,2,3,-82.29341125,33.91360855,2707
226,"MCDONOUGH GA",6,21,7,7,7,21,-84.1467514,33.44765472,22830
226,"MCFARLAND CA",6,1,1,0,0,1,-119.2310333,35.67798996,13028
226,"MCHENRY IL",6,26,9,5,12,26,-88.2740097,42.34480286,26739
226,"MCKENZIE TN",6,1,0,0,1,1,-88.51866913,36.13283157,5551
226,"MCKINNEY TX",6,56,15,14,27,56,-96.6155777,33.19782257,150064
226,"MCLEANSBORO IL",6,3,0,0,3,3,-88.53587341,38.09341049,2894
226,"MCMINNVILLE OR",6,29,10,7,12,29,-123.2019272,45.20968628,33185
226,"MCMINNVILLE TN",6,1,1,0,0,1,-85.77684784,35.68649673,13651
226,"MCPHERSON KS",6,5,1,0,4,5,-97.66510773,38.37078094,13212
226,"MEADVILLE PA",6,11,4,1,6,11,-80.15116119,41.64140701,13224
226,"MEBANE NC",6,15,8,3,4,15,-79.26649475,36.09629059,13309
226,"MECHANICSBURG PA",6,6,3,1,2,6,-77.00779724,40.21432114,8984
226,"MECHANICSVILLE IA",6,1,0,0,1,1,-91.25505829,41.90429306,1082
226,"MEDFORD LAKES NJ",6,2,0,2,0,2,-74.80196381,39.85878754,4124
226,"MEDFORD MA",6,41,10,13,18,41,-71.10526276,42.41849518,57136
226,"MEDFORD OR",6,27,9,3,15,27,-122.8773193,42.32625961,77579
226,"MEDIA PA",6,3,0,0,3,3,-75.38693237,39.91692734,5336
226,"MEDICAL LAKE WA",6,3,1,1,1,3,-117.682518,47.57226944,4924
226,"MEDINA OH",6,73,16,15,42,73,-81.86336517,41.13858795,26529
226,"MEDORA ND",6,1,1,0,0,1,-103.5243988,46.91657257,184
226,"MELBOURNE FL",6,61,17,22,22,61,-80.60625458,28.07838249,78012
226,"MELROSE MA",6,13,2,7,4,13,-71.07271576,42.45837784,27681
226,"MELROSE PARK IL",6,2,0,0,2,2,-87.85682678,41.90048218,25491
226,"MEMPHIS TN",6,1454,424,397,633,1454,-90.01696014,35.1194191,657167
226,"MENA AR",6,10,4,2,4,10,-94.24035645,34.58638,5692
226,"MENDOTA HEIGHTS MN",6,3,0,3,0,3,-93.12650299,44.88226318,11172
226,"MENLO PARK CA",6,42,7,12,23,42,-122.1842423,37.45361328,33064
226,"MENOMONEE FALLS WI",6,5,1,3,1,5,-88.11719513,43.17907715,35884
226,"MENTOR OH",6,18,8,5,5,18,-81.33918762,41.66637421,46952
226,"MERCED CA",6,40,10,12,18,40,-120.4848785,37.30197525,81120
226,"MERCEDES TX",6,4,1,2,1,4,-97.91394043,26.15032959,16425
226,"MERIDEN CT",6,10,4,2,4,10,-72.80596161,41.5384407,60439
226,"MERIDIAN ID",6,8,0,4,4,8,-116.3941193,43.611866,84018
226,"MERIDIAN MS",6,14,1,4,9,14,-88.70374298,32.36473846,40507
226,"MERRIAM KS",6,3,1,0,2,3,-94.69395447,39.02367401,11232
226,"MERRILL WI",6,1,1,0,0,1,-89.6834259,45.18042755,9419
226,"MERRILLVILLE IN",6,4,1,1,2,4,-87.33312988,41.48298645,35322
226,"MESA AZ",6,242,67,63,112,242,-111.8239059,33.42222214,458860
226,"MESQUITE NV",6,2,1,0,1,2,-114.0683136,36.80557251,16533
226,"MESQUITE TX",6,50,16,15,19,50,-96.59959412,32.76692581,143584
226,"METAMORA IL",6,1,0,1,0,1,-89.36064911,40.7908287,3454
226,"METUCHEN NJ",6,1,0,0,1,1,-74.36269379,40.543293,13765
226,"MEXIA TX",6,1,0,0,1,1,-96.48291016,31.68026352,7453
226,"MEXICO MO",6,1,0,0,1,1,-91.8833313,39.16965866,11588
226,"MIAMI BEACH FL",6,129,40,31,58,129,-80.12982178,25.79146576,91564
226,"MIAMI FL",6,2405,668,608,1129,2405,-80.19329071,25.77483749,424632
226,"MIAMI OK",6,5,2,0,3,5,-94.87779999,36.87476349,13666
226,"MIAMI SHORES FL",6,3,2,0,1,3,-80.19244385,25.8637619,10784
226,"MIAMISBURG OH",6,32,11,5,16,32,-84.28652191,39.643116,20119
226,"MICHIGAN CITY IN",6,8,1,0,7,8,-86.89486694,41.70751572,31412
226,"MIDDLEBURY IN",6,3,2,0,1,3,-85.71139526,41.67531967,3494
226,"MIDDLETON WI",6,2,0,1,1,2,-89.50476074,43.09717941,18478
226,"MIDDLETOWN CT",6,41,14,10,17,41,-72.64955902,41.56232071,47218
226,"MIDDLETOWN DE",6,14,5,5,4,14,-75.71700287,39.44935226,19744
226,"MIDDLETOWN KY",6,1,0,0,1,1,-85.53855896,38.24543762,7788
226,"MIDDLETOWN NY",6,5,2,1,2,5,-74.4223938,41.44607544,27828
226,"MIDDLETOWN OH",6,3,0,3,0,3,-84.39844513,39.51361084,48563
226,"MIDDLEVILLE MI",6,1,0,0,1,1,-85.46193695,42.71302032,3304
226,"MIDLAND MI",6,10,3,3,4,10,-84.24700928,43.61585236,41995
226,"MIDLAND NC",6,1,1,0,0,1,-80.50031281,35.22761154,3243
226,"MIDLAND TX",6,27,6,8,13,27,-102.0793686,31.99754143,123820
226,"MIDWAY FL",6,3,0,2,1,3,-84.45413971,30.49596024,3234
226,"MIDWEST CITY OK",6,10,2,3,5,10,-97.39709473,35.44970703,56507
226,"MILFORD DE",6,4,2,0,2,4,-75.42737579,38.9128685,9993
226,"MILFORD MI",6,4,0,2,2,4,-83.59909821,42.59347534,6390
226,"MILFORD NY",6,4,0,3,1,4,-74.94455719,42.59064865,396
226,"MILFORD OH",6,3,0,2,1,3,-84.29400635,39.17559433,6767
226,"MILL VALLEY CA",6,23,8,5,10,23,-122.5473328,37.90579224,14243
226,"MILLBRAE CA",6,6,1,1,4,6,-122.3894043,37.59856033,22416
226,"MILLBROOK AL",6,1,0,0,1,1,-86.36187744,32.48031998,14983
226,"MILLBROOK NY",6,4,1,1,2,4,-73.69306183,41.78520966,1542
226,"MILLEDGEVILLE GA",6,10,3,3,4,10,-83.23179626,33.08055878,18971
226,"MILLERSBURG PA",6,3,0,1,2,3,-76.96018982,40.53970718,2544
226,"MILLERSTOWN PA",6,1,0,1,0,1,-79.79847717,40.65014267,741
226,"MILLERSVILLE PA",6,1,0,0,1,1,-76.35368347,39.99788666,8358
226,"MILLSTADT IL",6,1,0,1,0,1,-90.09213257,38.46154404,3930
226,"MILLTOWN NJ",6,2,2,0,0,2,-74.44260406,40.45628738,6989
226,"MILLVILLE NJ",6,6,1,2,3,6,-75.03882599,39.40239716,28515
226,"MILPITAS CA",6,1,0,0,1,1,-121.9090805,37.42808533,71533
226,"MILTON DE",6,5,2,1,2,5,-75.31299591,38.77088547,2717
226,"MILTON FL",6,6,2,0,4,6,-87.03953552,30.63289833,9276
226,"MILTON PA",6,1,0,1,0,1,-76.84694672,41.0123024,6993
226,"MILTON WI",6,2,1,0,1,2,-88.9439621,42.77545547,5572
226,"MILTON WV",6,1,0,0,1,1,-82.12947845,38.43808746,2557
226,"MILWAUKEE WI",6,931,278,259,394,931,-87.90684509,43.03887939,599498
226,"MILWAUKIE OR",6,8,4,1,3,8,-122.6417084,45.44596481,20566
226,"MINDEN LA",6,49,14,7,28,49,-93.28716278,32.61589432,12887
226,"MINEOLA NY",6,2,0,1,1,2,-73.63988495,40.74962234,18980
226,"MINERAL CITY OH",6,1,0,0,1,1,-81.36077881,40.6011467,679
226,"MINERAL WELLS TX",6,2,2,0,0,2,-98.11335754,32.80846024,16159
226,"MINERSVILLE PA",6,2,1,0,1,2,-76.26126862,40.69085693,4310
226,"MINNEAPOLIS MN",6,2318,664,599,1055,2318,-93.26397705,44.97980118,399950
226,"MINNEOLA FL",6,4,2,0,2,4,-81.74643707,28.57386589,10086
226,"MINNETONKA MN",6,9,4,1,4,9,-93.43367004,44.92795181,51249
226,"MINOT ND",6,7,3,2,2,7,-101.2953949,48.23139572,46194
226,"MINT HILL NC",6,5,1,3,1,5,-80.64685059,35.17968369,24545
226,"MIRAMAR FL",6,70,21,17,32,70,-80.23181915,25.98794746,131384
226,"MISHAWAKA IN",6,10,4,1,5,10,-86.18048859,41.65872574,48121
226,"MISSION KS",6,42,13,13,16,42,-94.65638733,39.02796173,9481
226,"MISSION TX",6,31,10,10,11,31,-98.32580566,26.21655273,81573
226,"MISSION VIEJO CA",6,8,1,3,4,8,-117.6737366,33.59992218,95979
226,"MISSOULA MT",6,124,28,42,54,124,-113.9832687,46.87278366,69190
226,"MISSOURI CITY TX",6,44,17,6,21,44,-95.5381012,29.61878204,70538
226,"MOAB UT",6,4,0,2,2,4,-109.5508347,38.57315063,5175
226,"MOBERLY MO",6,5,0,3,2,5,-92.43862152,39.41818619,13879
226,"MOBILE AL",6,190,53,42,95,190,-88.04309845,30.69476128,194669
226,"MOBRIDGE SD",6,2,0,1,1,2,-100.4329529,45.53816223,3302
226,"MODESTO CA",6,52,8,12,32,52,-120.9991455,37.63897324,207482
226,"MOKENA IL",6,1,0,0,1,1,-87.88947296,41.52630615,19369
226,"MOLINE IL",6,16,3,4,9,16,-90.51522064,41.5069809,43062
226,"MONCKS CORNER SC",6,6,1,3,2,6,-80.01290131,33.19626236,9108
226,"MONEE IL",6,1,0,1,0,1,-87.74182129,41.41996002,5114
226,"MONESSEN PA",6,1,0,0,1,1,-79.88707733,40.14862442,7584
226,"MONETT MO",6,4,0,3,1,4,-93.92830658,36.92906952,8957
226,"MONMOUTH IL",6,1,0,1,0,1,-90.64776611,40.91139221,9302
226,"MONMOUTH OR",6,4,2,1,1,4,-123.2363892,44.84816742,9869
226,"MONONA WI",6,3,0,0,3,3,-89.33418274,43.06205368,7835
226,"MONROE GA",6,2,1,0,1,2,-83.71302795,33.79499817,13476
226,"MONROE LA",6,76,21,15,40,76,-92.11960602,32.50980759,49529
226,"MONROE MI",6,2,0,0,2,2,-83.39758301,41.91663742,20335
226,"MONROE NC",6,6,1,1,4,6,-80.54924011,34.98587036,33951
226,"MONROE NY",6,9,3,0,6,9,-74.18616486,41.33085632,8532
226,"MONROE WA",6,33,9,11,13,33,-121.9735718,47.85487747,17734
226,"MONROVIA CA",6,40,13,10,17,40,-118.0006485,34.14796829,37164
226,"MONT BELVIEU TX",6,1,0,1,0,1,-94.89146423,29.84809875,4585
226,"MONTAGUE MI",6,1,1,0,0,1,-86.35713959,43.41694641,2408
226,"MONTEBELLO CA",6,8,2,0,6,8,-118.1069412,34.00930023,63530
226,"MONTEREY CA",6,46,17,10,19,46,-121.8974838,36.6002388,28283
226,"MONTEREY PARK CA",6,3,2,1,0,3,-118.1248398,34.06269836,61085
226,"MONTEVALLO AL",6,3,1,2,0,3,-86.86419678,33.10087967,6549
226,"MONTGOMERY AL",6,230,60,73,97,230,-86.29966736,32.36724472,202967
226,"MONTGOMERY IL",6,2,0,2,0,2,-88.34621429,41.73051071,19196
226,"MONTGOMERY TX",6,3,1,1,1,3,-95.69664001,30.38855171,750
226,"MONTICELLO AR",6,1,0,1,0,1,-91.79141235,33.62911987,9793
226,"MONTICELLO IL",6,2,1,1,0,2,-88.57354736,40.02787399,5493
226,"MONTICELLO IN",6,1,0,1,0,1,-86.76451874,40.74537659,5332
226,"MONTICELLO KY",6,1,0,0,1,1,-84.88193512,36.81594086,6141
226,"MONTPELIER VT",6,10,3,3,4,10,-72.57458496,44.26039124,7712
226,"MONTROSE CO",6,3,1,1,1,3,-107.8707047,38.4788475,18970
226,"MONTROSE PA",6,2,0,1,1,2,-75.87622833,41.83430481,1716
226,"MOORE HAVEN FL",6,1,1,0,0,1,-81.09259796,26.83358002,2818
226,"MOORE OK",6,104,25,30,49,104,-97.48735046,35.33969498,58615
226,"MOORESBORO NC",6,1,1,0,0,1,-81.69874573,35.29899597,486
226,"MOORESVILLE NC",6,10,0,6,4,10,-80.80976868,35.58535004,34930
226,"MOORHEAD MN",6,17,6,5,6,17,-96.76844025,46.87382507,40935
226,"MOORPARK CA",6,7,2,3,2,7,-118.8839111,34.28554535,35339
226,"MORAGA CA",6,1,1,0,0,1,-122.1321945,37.83471298,16787
226,"MOREHEAD CITY NC",6,1,1,0,0,1,-76.72536469,34.72343445,9162
226,"MOREHEAD KY",6,8,3,2,3,8,-83.43223572,38.18409348,6938
226,"MORGAN CITY LA",6,1,1,0,0,1,-91.20729065,29.69994926,12019
226,"MORGAN HILL CA",6,4,0,1,3,4,-121.6563797,37.1303978,40872
226,"MORGANTON NC",6,1,0,1,0,1,-81.68434906,35.74584961,16748
226,"MORGANTOWN KY",6,5,2,1,2,5,-86.68365479,37.2256012,2681
226,"MORGANTOWN WV",6,195,53,57,85,195,-79.95038605,39.63131714,30164
226,"MORIARTY NM",6,1,1,0,0,1,-106.0516815,34.99026871,2227
226,"MORRILTON AR",6,1,1,0,0,1,-92.74445343,35.15127182,6746
226,"MORRIS IL",6,8,1,3,4,8,-88.42147064,41.3571167,14402
226,"MORRIS MN",6,18,4,3,11,18,-95.91436005,45.58617401,5349
226,"MORRIS OK",6,1,0,0,1,1,-95.86071014,35.60788727,1511
226,"MORRIS PLAINS NJ",6,1,0,0,1,1,-74.47996521,40.82184601,5598
226,"MORRISON CO",6,1,1,0,0,1,-105.1927185,39.65348434,394
226,"MORRISTOWN NJ",6,8,4,4,0,8,-74.48057556,40.79689789,18563
226,"MORRISTOWN TN",6,4,0,0,4,4,-83.29478455,36.21415329,29247
226,"MORRISVILLE NC",6,26,6,8,12,26,-78.82486725,35.82374954,21726
226,"MORRO BAY CA",6,1,1,0,0,1,-120.8519135,35.36568451,10471
226,"MORROW GA",6,9,2,5,2,9,-84.33943939,33.58339691,6982
226,"MORVEN NC",6,1,0,1,0,1,-80.00048065,34.86457825,510
226,"MOSCOW ID",6,37,11,7,19,37,-117.0021973,46.73223877,24688
226,"MOULTON AL",6,3,0,1,2,3,-87.29332733,34.48143387,3386
226,"MOULTRIE GA",6,4,1,0,3,4,-83.78891754,31.18035507,14474
226,"MOUND MN",6,2,0,0,2,2,-93.66635132,44.93652725,9249
226,"MOUNDSVILLE WV",6,4,1,2,1,4,-80.74716949,39.92013931,8888
226,"MOUNT AIRY MD",6,1,0,1,0,1,-77.15393066,39.37637711,9353
226,"MOUNT AIRY NC",6,4,1,1,2,4,-80.60665131,36.49975586,10391
226,"MOUNT CLEMENS MI",6,20,3,7,10,20,-82.87785339,42.59724808,16381
226,"MOUNT ETNA IN",6,1,0,1,0,1,-85.56215668,40.74266815,97
226,"MOUNT JOY PA",6,1,0,0,1,1,-76.50283051,40.10977936,7891
226,"MOUNT JULIET TN",6,3,0,2,1,3,-86.51877594,36.19998932,28395
226,"MOUNT KISCO NY",6,5,2,1,2,5,-73.72622681,41.20458984,11060
226,"MOUNT MORRIS NY",6,2,0,1,1,2,-77.87361145,42.72562408,2505
226,"MOUNT OLIVE NC",6,1,0,1,0,1,-78.06575012,35.19697952,4756
226,"MOUNT PLEASANT MI",6,18,7,5,6,18,-84.76785278,43.59777832,26134
226,"MOUNT PLEASANT PA",6,6,0,3,3,6,-79.54049683,40.1492691,4428
226,"MOUNT PLEASANT SC",6,13,4,5,4,13,-79.86242676,32.79427719,74952
226,"MOUNT PLEASANT TX",6,34,10,4,20,34,-94.96855927,33.15682602,16007
226,"MOUNT PROSPECT IL",6,1,1,0,0,1,-87.93763733,42.0663414,54710
226,"MOUNT RAINIER MD",6,11,3,1,7,11,-76.96430206,38.9414978,8329
226,"MOUNT VERNON IA",6,2,0,0,2,2,-91.41739655,41.92199326,4523
226,"MOUNT VERNON IL",6,7,5,0,2,7,-88.90307617,38.31738663,15136
226,"MOUNT VERNON IN",6,1,0,1,0,1,-87.89586639,37.93523407,6610
226,"MOUNT VERNON OH",6,2,0,1,1,2,-82.48577118,40.3935585,16882
226,"MOUNT VERNON WA",6,6,2,3,1,6,-122.3365784,48.4208374,32957
226,"MOUNTAIN HOME AR",6,13,3,4,6,13,-92.38542175,36.33543015,12309
226,"MOUNTAIN HOME ID",6,15,7,4,4,15,-115.6928406,43.13270187,13804
226,"MOUNTAIN VIEW CA",6,126,31,45,50,126,-122.0861969,37.3859024,77973
226,"MOUNTLAKE TERRACE WA",6,2,0,1,1,2,-122.3119507,47.78780365,20521
226,"MUKILTEO WA",6,1,0,1,0,1,-122.3008041,47.94359589,20818
226,"MUKWONAGO WI",6,1,0,1,0,1,-88.33354187,42.86693192,7485
226,"MULBERRY FL",6,2,0,1,1,2,-81.97315979,27.89601898,3900
226,"MULDROW OK",6,5,1,1,3,5,-94.59899139,35.40637589,3331
226,"MUNCIE IN",6,105,25,28,52,105,-85.38398743,40.18970871,70173
226,"MUNDELEIN IL",6,4,1,1,2,4,-88.00391388,42.26291275,31624
226,"MUNHALL PA",6,2,0,2,0,2,-79.89945984,40.39241409,11351
226,"MUNSTER IN",6,3,2,0,1,3,-87.51268768,41.56475449,23250
226,"MURFREESBORO TN",6,122,37,37,48,122,-86.39038086,35.84575653,117983
226,"MURPHY NC",6,5,0,0,5,5,-84.03442383,35.08757019,2095
226,"MURPHY TX",6,2,0,0,2,2,-96.61357117,33.01515198,19691
226,"MURPHYSBORO IL",6,3,1,0,2,3,-89.33552551,37.7644043,8055
226,"MURRAY KY",6,36,14,8,14,36,-88.31504059,36.61037827,18515
226,"MURRAY UT",6,8,2,0,6,8,-111.8896103,40.66687012,48460
226,"MURRIETA CA",6,14,5,3,6,14,-117.2157898,33.55398941,107507
226,"MUSCATINE IA",6,2,0,1,1,2,-91.05540466,41.4216156,23888
226,"MUSCLE SHOALS AL",6,7,2,2,3,7,-87.6674881,34.74491882,13492
226,"MUSCODA WI",6,1,1,0,0,1,-90.44321442,43.18519592,1452
226,"MUSKOGEE OK",6,72,15,23,34,72,-95.36999512,35.74824142,38776
226,"MUSTANG OK",6,1,0,0,1,1,-97.72509766,35.38425446,19112
226,"MYRTLE BEACH SC",6,41,9,14,18,41,-78.88601685,33.69656372,29198
226,"MYRTLE MS",6,1,0,1,0,1,-89.11911011,34.55866241,493
226,"NACOGDOCHES TX",6,22,7,9,6,22,-94.6559906,31.60386467,33774
226,"NAGS HEAD NC",6,1,0,1,0,1,-75.62320709,35.95791245,2825
226,"NAHUNTA GA",6,1,0,1,0,1,-81.98110962,31.20463753,1095
226,"NAMPA ID",6,38,13,8,17,38,-116.5658188,43.54054642,86203
226,"NANTICOKE PA",6,1,0,0,1,1,-76.0042572,41.20532608,10356
226,"NAPA CA",6,46,13,14,19,46,-122.2872086,38.29692841,79113
226,"NAPERVILLE IL",6,74,21,19,34,74,-88.14768219,41.78578949,145058
226,"NAPLES FL",6,50,12,14,24,50,-81.79434204,26.14280128,20603
226,"NAPOLEON OH",6,4,2,1,1,4,-84.12521362,41.39214706,8851
