"Code","State","State_id","City","City2","City3","Place_type","City_state","City_code","avgCensus2010pop","avgPopestimate2015","rownum","id","id2","geography","totalpopulation","malepop","femalepop","medianage","per_male","per_female","total_area","urban","rural","per_urban","per_rural","house_total_population","house_total_income","total_population_race","white_population","black_population","per_white","per_black","total_pop_over16","employ_pop_over16","per_employ_over16","total_population_lang","english_only","english_other","per_english_only","per_english_other","mean_income_households","total_population_individuals","house_median_income","med_per_urban","med_per_rural","med_per_employ_over16","city","state","location","lon","lat","count","count_rate","mean_income_per_capita"
"NC","North Carolina",37,"Maysville town","Maysville","Maysville","town","Maysville, North Carolina","Maysville, NC",1019,989,18451,"1600000US3742100",3742100,"Maysville town, North Carolina",915,427,488,36.6,46.67,53.33,1019,0,1019,0,100,398,398,915,414,470,45.25,51.37,776,416,53.6,863,860,3,99.7,0.3,35344,915,24432,97.61,2.39,58.65,"MAYSVILLE","NC","MAYSVILLE NC",-77.23084259,34.90504074,7,7.650273224,16279
"NC","North Carolina",37,"Mebane city","Mebane","Mebane","city","Mebane, North Carolina","Mebane, NC",11393,13568,18452,"1600000US3742240",3742240,"Mebane city, North Carolina",13309,5936,7373,35.9,44.6,55.4,11393,11323,70,99.39,0.61,5630,5630,13309,8903,3090,66.89,23.22,10313,7578,73.5,12558,11398,1160,90.8,9.2,67860,13309,54430,97.61,2.39,58.65,"MEBANE","NC","MEBANE NC",-79.26649475,36.09629059,33,2.479525133,29134
"NC","North Carolina",37,"Midland town","Midland","Midland","town","Midland, North Carolina","Midland, NC",3073,3398,18457,"1600000US3742760",3742760,"Midland town, North Carolina",3243,1685,1558,51,51.96,48.04,3073,0,3073,0,100,1209,1209,3243,2700,345,83.26,10.64,2964,1778,60,3185,3033,152,95.2,4.8,63109,3243,53885,97.61,2.39,58.65,"MIDLAND","NC","MIDLAND NC",-80.50031281,35.22761154,1,0.30835646,24865
"NC","North Carolina",37,"Mint Hill town","Mint Hill","Mint Hill","town","Mint Hill, North Carolina","Mint Hill, NC",22722,25505,18465,"1600000US3743480",3743480,"Mint Hill town, North Carolina",24545,12438,12107,43.6,50.67,49.33,22722,22698,24,99.89,0.11,8908,8908,24545,19630,2739,79.98,11.16,19872,12537,63.1,22918,20022,2896,87.4,12.6,83346,24545,67477,97.61,2.39,58.65,"MINT HILL","NC","MINT HILL NC",-80.64685059,35.17968369,7,0.285190466,31127
"NC","North Carolina",37,"Mocksville town","Mocksville","Mocksville","town","Mocksville, North Carolina","Mocksville, NC",5051,5100,18467,"1600000US3743720",3743720,"Mocksville town, North Carolina",5090,2407,2683,39.2,47.29,52.71,5051,4896,155,96.93,3.07,2005,2005,5090,3362,1257,66.05,24.7,3952,2314,58.6,4732,4167,565,88.1,11.9,47811,5090,37513,97.61,2.39,58.65,"MOCKSVILLE","NC","MOCKSVILLE NC",-80.56092834,35.89443588,7,1.37524558,20206
"NC","North Carolina",37,"Monroe city","Monroe","Monroe","city","Monroe, North Carolina","Monroe, NC",32797,34313,18470,"1600000US3743920",3743920,"Monroe city, North Carolina",33951,16524,17427,33,48.67,51.33,32797,31636,1161,96.46,3.54,11390,11390,33951,21367,8215,62.93,24.2,25211,16784,66.6,31042,22688,8354,73.1,26.9,55318,33951,42186,97.61,2.39,58.65,"MONROE","NC","MONROE NC",-80.54924011,34.98587036,8,0.235633707,19338
"NC","North Carolina",37,"Mooresboro town","Mooresboro","Mooresboro","town","Mooresboro, North Carolina","Mooresboro, NC",311,306,18472,"1600000US3744160",3744160,"Mooresboro town, North Carolina",486,196,290,41.8,40.33,59.67,311,0,311,0,100,197,197,486,384,100,79.01,20.58,354,198,55.9,466,452,14,97,3,37352,486,31875,97.61,2.39,58.65,"MOORESBORO","NC","MOORESBORO NC",-81.69874573,35.29899597,1,2.057613169,16162
"NC","North Carolina",37,"Mooresville town","Mooresville","Mooresville","town","Mooresville, North Carolina","Mooresville, NC",32711,36495,18473,"1600000US3744220",3744220,"Mooresville town, North Carolina",34930,17742,17188,33.8,50.79,49.21,32711,32651,60,99.82,0.18,12193,12193,34930,28714,3433,82.2,9.83,26363,18403,69.8,32855,29204,3651,88.9,11.1,76280,34930,63792,97.61,2.39,58.65,"MOORESVILLE","NC","MOORESVILLE NC",-80.80976868,35.58535004,61,1.746349843,27595
"NC","North Carolina",37,"Morehead City town","Morehead City","Morehead City","town","Morehead City, North Carolina","Morehead City, NC",8661,9194,18475,"1600000US3744320",3744320,"Morehead City town, North Carolina",9162,4283,4879,43.3,46.75,53.25,8661,8598,63,99.27,0.73,4135,4135,9162,7419,1160,80.98,12.66,7415,4621,62.3,8596,7775,821,90.4,9.6,62462,9162,39117,97.61,2.39,58.65,"MOREHEAD CITY","NC","MOREHEAD CITY NC",-76.72536469,34.72343445,5,0.545732373,28933
"NC","North Carolina",37,"Morganton city","Morganton","Morganton","city","Morganton, North Carolina","Morganton, NC",16918,16423,18476,"1600000US3744400",3744400,"Morganton city, North Carolina",16748,7915,8833,43.4,47.26,52.74,16918,16642,276,98.37,1.63,6586,6586,16748,12646,1588,75.51,9.48,13760,6852,49.8,15872,13127,2745,82.7,17.3,52915,16748,36906,97.61,2.39,58.65,"MORGANTON","NC","MORGANTON NC",-81.68434906,35.74584961,12,0.716503463,22177
"NC","North Carolina",37,"Morrisville town","Morrisville","Morrisville","town","Morrisville, North Carolina","Morrisville, NC",18576,23925,18477,"1600000US3744520",3744520,"Morrisville town, North Carolina",21726,10872,10854,33.1,50.04,49.96,18576,18572,4,99.98,0.02,8128,8128,21726,9889,2859,45.52,13.16,16069,12246,76.2,19727,11880,7847,60.2,39.8,106563,21726,91206,97.61,2.39,58.65,"MORRISVILLE","NC","MORRISVILLE NC",-78.82486725,35.82374954,36,1.657000829,40693
"NC","North Carolina",37,"Morven town","Morven","Morven","town","Morven, North Carolina","Morven, NC",511,473,18478,"1600000US3744560",3744560,"Morven town, North Carolina",510,215,295,36.4,42.16,57.84,511,0,511,0,100,223,223,510,103,407,20.2,79.8,403,242,60,488,479,9,98.2,1.8,30526,510,22361,97.61,2.39,58.65,"MORVEN","NC","MORVEN NC",-80.00048065,34.86457825,1,1.960784314,13804
"NC","North Carolina",37,"Mount Airy city","Mount Airy","Mount Airy","city","Mount Airy, North Carolina","Mount Airy, NC",10388,10142,18481,"1600000US3744800",3744800,"Mount Airy city, North Carolina",10391,4856,5535,45.7,46.73,53.27,10388,10306,82,99.21,0.79,4495,4495,10391,8799,969,84.68,9.33,8283,3832,46.3,9697,8964,733,92.4,7.6,50177,10391,33058,97.61,2.39,58.65,"MOUNT AIRY","NC","MOUNT AIRY NC",-80.60665131,36.49975586,8,0.769897026,22264
"NC","North Carolina",37,"Mount Holly city","Mount Holly","Mount Holly","city","Mount Holly, North Carolina","Mount Holly, NC",13656,14941,18483,"1600000US3744960",3744960,"Mount Holly city, North Carolina",13924,6696,7228,37.8,48.09,51.91,13656,13618,38,99.72,0.28,5831,5831,13924,10817,1869,77.69,13.42,11287,7582,67.2,12988,11524,1464,88.7,11.3,69736,13924,49525,97.61,2.39,58.65,"MOUNT HOLLY","NC","MOUNT HOLLY NC",-81.0157547,35.29826736,16,1.149095088,29802
"NC","North Carolina",37,"Mount Olive town","Mount Olive","Mount Olive","town","Mount Olive, North Carolina","Mount Olive, NC",4589,4727,18484,"1600000US3745100",3745100,"Mount Olive town, North Carolina",4756,2018,2738,35.4,42.43,57.57,4589,4588,1,99.98,0.02,1724,1724,4756,1668,2501,35.07,52.59,4006,2257,56.3,4479,3586,893,80.1,19.9,42078,4756,25838,97.61,2.39,58.65,"MOUNT OLIVE","NC","MOUNT OLIVE NC",-78.06575012,35.19697952,1,0.210260723,16563
"NC","North Carolina",37,"Murphy town","Murphy","Murphy","town","Murphy, North Carolina","Murphy, NC",1627,1599,18489,"1600000US3745660",3745660,"Murphy town, North Carolina",2095,946,1149,45.6,45.16,54.84,1627,0,1627,0,100,760,760,2095,1810,175,86.4,8.35,1708,729,42.7,1986,1814,172,91.3,8.7,37621,2095,25781,97.61,2.39,58.65,"MURPHY","NC","MURPHY NC",-84.03442383,35.08757019,21,10.02386635,15396
"NC","North Carolina",37,"Nags Head town","Nags Head","Nags Head","town","Nags Head, North Carolina","Nags Head, NC",2757,2862,18492,"1600000US3745880",3745880,"Nags Head town, North Carolina",2825,1367,1458,44.7,48.39,51.61,2757,2710,47,98.3,1.7,1224,1224,2825,2650,45,93.81,1.59,2517,1725,68.5,2731,2538,193,92.9,7.1,82087,2825,55051,97.61,2.39,58.65,"NAGS HEAD","NC","NAGS HEAD NC",-75.62320709,35.95791245,1,0.353982301,36053
"NC","North Carolina",37,"Nashville town","Nashville","Nashville","town","Nashville, North Carolina","Nashville, NC",5352,5463,18493,"1600000US3746000",3746000,"Nashville town, North Carolina",5459,2306,3153,47,42.24,57.76,5352,5251,101,98.11,1.89,2321,2321,5459,2817,2535,51.6,46.44,4594,2840,61.8,5132,5107,25,99.5,0.5,50349,5459,40277,97.61,2.39,58.65,"NASHVILLE","NC","NASHVILLE NC",-77.96518707,35.97506714,2,0.366367467,22028
"NC","North Carolina",37,"Navassa town","Navassa","Navassa","town","Navassa, North Carolina","Navassa, NC",1505,1728,18494,"1600000US3746060",3746060,"Navassa town, North Carolina",1887,973,914,33.3,51.56,48.44,1505,910,595,60.47,39.53,614,614,1887,415,1023,21.99,54.21,1443,918,63.6,1813,1396,417,77,23,39808,1887,33264,97.61,2.39,58.65,"NAVASSA","NC","NAVASSA NC",-78.0069046,34.25564194,1,0.529941706,14336
"NC","North Carolina",37,"New Bern city","New Bern","New Bern","city","New Bern, North Carolina","New Bern, NC",29524,29533,18496,"1600000US3746340",3746340,"New Bern city, North Carolina",30218,14312,15906,36.3,47.36,52.64,29524,27944,1580,94.65,5.35,12746,12746,30218,17087,9696,56.55,32.09,23336,14587,62.5,28055,24630,3425,87.8,12.2,53772,30218,41148,97.61,2.39,58.65,"NEW BERN","NC","NEW BERN NC",-77.04354095,35.10897827,82,2.713614402,23511
"NC","North Carolina",37,"Newton city","Newton","Newton","city","Newton, North Carolina","Newton, NC",12968,12965,18500,"1600000US3747000",3747000,"Newton city, North Carolina",12980,6079,6901,39,46.83,53.17,12968,12851,117,99.1,0.9,4863,4863,12980,9356,1962,72.08,15.12,10230,5515,53.9,12165,10423,1742,85.7,14.3,40670,12980,29928,97.61,2.39,58.65,"NEWTON","NC","NEWTON NC",-81.22117615,35.67030334,15,1.155624037,16170
"NC","North Carolina",37,"North Wilkesboro town","North Wilkesboro","North Wilkesboro","town","North Wilkesboro, North Carolina","North Wilkesboro, NC",4245,4171,18508,"1600000US3747880",3747880,"North Wilkesboro town, North Carolina",4250,2079,2171,40.8,48.92,51.08,4245,3937,308,92.74,7.26,1555,1555,4250,2989,575,70.33,13.53,3352,1498,44.7,3932,3480,452,88.5,11.5,39244,4250,19798,97.61,2.39,58.65,"NORTH WILKESBORO","NC","NORTH WILKESBORO NC",-81.14702606,36.15879059,1,0.235294118,15142
"NC","North Carolina",37,"Oxford city","Oxford","Oxford","city","Oxford, North Carolina","Oxford, NC",8461,8573,18522,"1600000US3749800",3749800,"Oxford city, North Carolina",8650,3962,4688,43.8,45.8,54.2,8461,8280,181,97.86,2.14,3265,3265,8650,3779,4525,43.69,52.31,7082,3534,49.9,8269,7916,353,95.7,4.3,51670,8650,33117,97.61,2.39,58.65,"OXFORD","NC","OXFORD NC",-78.59002686,36.31116486,5,0.578034682,21508
"NC","North Carolina",37,"Pembroke town","Pembroke","Pembroke","town","Pembroke, North Carolina","Pembroke, NC",2973,3063,18529,"1600000US3751080",3751080,"Pembroke town, North Carolina",3002,1380,1622,24.1,45.97,54.03,2973,2854,119,96,4,1082,1082,3002,457,720,15.22,23.98,2379,914,38.4,2728,2621,107,96.1,3.9,30488,3002,15934,97.61,2.39,58.65,"PEMBROKE","NC","PEMBROKE NC",-79.19446564,34.68062592,14,4.663557628,12593
"NC","North Carolina",37,"Pikeville town","Pikeville","Pikeville","town","Pikeville, North Carolina","Pikeville, NC",678,683,18530,"1600000US3751780",3751780,"Pikeville town, North Carolina",751,323,428,42.1,43.01,56.99,678,643,35,94.84,5.16,317,317,751,655,51,87.22,6.79,624,361,57.9,727,674,53,92.7,7.3,48336,751,40515,97.61,2.39,58.65,"PIKEVILLE","NC","PIKEVILLE NC",-77.98130035,35.49745941,5,6.657789614,21108
"NC","North Carolina",37,"Pinebluff town","Pinebluff","Pinebluff","town","Pinebluff, North Carolina","Pinebluff, NC",1337,1417,18532,"1600000US3751840",3751840,"Pinebluff town, North Carolina",1255,667,588,41.9,53.15,46.85,1337,1097,240,82.05,17.95,521,521,1255,1098,93,87.49,7.41,1032,736,71.3,1191,1149,42,96.5,3.5,58634,1255,45875,97.61,2.39,58.65,"PINEBLUFF","NC","PINEBLUFF NC",-79.47153473,35.11040115,4,3.187250996,25955
"NC","North Carolina",37,"Pinehurst village","Pinehurst","Pinehurst","village","Pinehurst, North Carolina","Pinehurst, NC",13124,15592,18533,"1600000US3751940",3751940,"Pinehurst village, North Carolina",15313,7153,8160,61.4,46.71,53.29,13124,12391,733,94.41,5.59,7287,7287,15313,14752,248,96.34,1.62,13489,5688,42.2,14767,13755,1012,93.1,6.9,102864,15313,74849,97.61,2.39,58.65,"PINEHURST","NC","PINEHURST NC",-79.46926117,35.19573975,4,0.26121596,49503
"NC","North Carolina",37,"Pink Hill town","Pink Hill","Pink Hill","town","Pink Hill, North Carolina","Pink Hill, NC",552,535,18540,"1600000US3752400",3752400,"Pink Hill town, North Carolina",466,218,248,41,46.78,53.22,552,0,552,0,100,202,202,466,277,131,59.44,28.11,372,228,61.3,453,399,54,88.1,11.9,55746,466,37750,97.61,2.39,58.65,"PINK HILL","NC","PINK HILL NC",-77.74569702,35.05550766,1,2.145922747,24096
"NC","North Carolina",37,"Pittsboro town","Pittsboro","Pittsboro","town","Pittsboro, North Carolina","Pittsboro, NC",3743,4046,18542,"1600000US3752660",3752660,"Pittsboro town, North Carolina",3992,1835,2157,42,45.97,54.03,3743,3387,356,90.49,9.51,1601,1601,3992,2754,982,68.99,24.6,3301,1831,55.5,3730,3154,576,84.6,15.4,64433,3992,53422,97.61,2.39,58.65,"PITTSBORO","NC","PITTSBORO NC",-79.17662811,35.72052002,11,2.755511022,28064
"NC","North Carolina",37,"Pleasant Garden town","Pleasant Garden","Pleasant Garden","town","Pleasant Garden, North Carolina","Pleasant Garden, NC",4489,4751,18544,"1600000US3752760",3752760,"Pleasant Garden town, North Carolina",4632,2105,2527,45.1,45.44,54.56,4489,1684,2805,37.51,62.49,1611,1611,4632,3997,318,86.29,6.87,3736,1854,49.6,4380,4102,278,93.7,6.3,67044,4632,56520,97.61,2.39,58.65,"PLEASANT GARDEN","NC","PLEASANT GARDEN NC",-79.76168823,35.96221161,1,0.215889465,24249
"NC","North Carolina",37,"Plymouth town","Plymouth","Plymouth","town","Plymouth, North Carolina","Plymouth, NC",3878,3588,18546,"1600000US3753040",3753040,"Plymouth town, North Carolina",3736,1544,2192,48,41.33,58.67,3878,3705,173,95.54,4.46,1569,1569,3736,1234,2443,33.03,65.39,2915,1382,47.4,3499,3499,0,100,0,39433,3736,24028,97.61,2.39,58.65,"PLYMOUTH","NC","PLYMOUTH NC",-76.74766541,35.86725616,1,0.267665953,18116
"NC","North Carolina",37,"Raeford city","Raeford","Raeford","city","Raeford, North Carolina","Raeford, NC",4611,4825,18558,"1600000US3754580",3754580,"Raeford city, North Carolina",4830,2064,2766,32.5,42.73,57.27,4611,4499,112,97.57,2.43,1824,1824,4830,1672,2441,34.62,50.54,3466,1767,51,4372,3898,474,89.2,10.8,34205,4830,24599,97.61,2.39,58.65,"RAEFORD","NC","RAEFORD NC",-79.22386169,34.98147964,2,0.414078675,14147
"NC","North Carolina",37,"Raleigh city","Raleigh","Raleigh","city","Raleigh, North Carolina","Raleigh, NC",403892,449963,18560,"1600000US3755000",3755000,"Raleigh city, North Carolina",432520,208505,224015,32.5,48.21,51.79,403892,403813,79,99.98,0.02,170366,170366,432520,260263,126558,60.17,29.26,344841,244031,70.8,403915,334494,69421,82.8,17.2,78255,432520,55398,97.61,2.39,58.65,"RALEIGH","NC","RALEIGH NC",-78.63800049,35.77230835,4188,9.682789235,31708
"NC","North Carolina",37,"Randleman city","Randleman","Randleman","city","Randleman, North Carolina","Randleman, NC",4113,4126,18562,"1600000US3755080",3755080,"Randleman city, North Carolina",4136,1908,2228,40.9,46.13,53.87,4113,3990,123,97.01,2.99,1748,1748,4136,3489,162,84.36,3.92,3303,1939,58.7,3838,3494,344,91,9,43411,4136,33512,97.61,2.39,58.65,"RANDLEMAN","NC","RANDLEMAN NC",-79.80243683,35.81801224,2,0.483558994,18998
"NC","North Carolina",37,"Reidsville city","Reidsville","Reidsville","city","Reidsville, North Carolina","Reidsville, NC",14520,13945,18568,"1600000US3755900",3755900,"Reidsville city, North Carolina",14191,6772,7419,45.1,47.72,52.28,14520,13963,557,96.16,3.84,6247,6247,14191,7950,5599,56.02,39.45,11612,6746,58.1,13536,13000,536,96,4,45700,14191,35617,97.61,2.39,58.65,"REIDSVILLE","NC","REIDSVILLE NC",-79.66392517,36.35525513,27,1.902614333,20979
"NC","North Carolina",37,"Roanoke Rapids city","Roanoke Rapids","Roanoke Rapids","city","Roanoke Rapids, North Carolina","Roanoke Rapids, NC",15754,15116,18578,"1600000US3756900",3756900,"Roanoke Rapids city, North Carolina",15557,6935,8622,36.6,44.58,55.42,15754,15654,100,99.37,0.63,6147,6147,15557,9760,5204,62.74,33.45,11795,6606,56,14689,14174,515,96.5,3.5,49062,15557,34600,97.61,2.39,58.65,"ROANOKE RAPIDS","NC","ROANOKE RAPIDS NC",-77.65331268,36.46160889,3,0.192839236,20058
"NC","North Carolina",37,"Robbins town","Robbins","Robbins","town","Robbins, North Carolina","Robbins, NC",1097,1180,18579,"1600000US3757000",3757000,"Robbins town, North Carolina",1201,568,633,30.6,47.29,52.71,1097,0,1097,0,100,395,395,1201,1131,33,94.17,2.75,835,438,52.5,1114,654,460,58.7,41.3,44634,1201,30313,97.61,2.39,58.65,"ROBBINS","NC","ROBBINS NC",-79.58666992,35.43448257,1,0.832639467,15594
"NC","North Carolina",37,"Rockingham city","Rockingham","Rockingham","city","Rockingham, North Carolina","Rockingham, NC",9558,9124,18583,"1600000US3757260",3757260,"Rockingham city, North Carolina",9376,4321,5055,38.5,46.09,53.91,9558,9352,206,97.84,2.16,3795,3795,9376,5799,3176,61.85,33.87,7362,4014,54.5,8811,8407,404,95.4,4.6,46071,9376,32353,97.61,2.39,58.65,"ROCKINGHAM","NC","ROCKINGHAM NC",-79.77334595,34.9397316,4,0.42662116,19158
"NC","North Carolina",37,"Rocky Mount city","Rocky Mount","Rocky Mount","city","Rocky Mount, North Carolina","Rocky Mount, NC",57477,55108,18585,"1600000US3757500",3757500,"Rocky Mount city, North Carolina",56642,26098,30544,38.4,46.08,53.92,57477,56243,1234,97.85,2.15,22283,22283,56642,17546,35888,30.98,63.36,44543,26398,59.3,52989,50664,2325,95.6,4.4,49049,56642,36088,97.61,2.39,58.65,"ROCKY MOUNT","NC","ROCKY MOUNT NC",-77.78997803,35.93837738,47,0.82977296,19934
"NC","North Carolina",37,"Roxboro city","Roxboro","Roxboro","city","Roxboro, North Carolina","Roxboro, NC",8362,8262,18596,"1600000US3758160",3758160,"Roxboro city, North Carolina",8316,3995,4321,38.9,48.04,51.96,8362,8183,179,97.86,2.14,3218,3218,8316,3540,4160,42.57,50.02,6603,3415,51.7,7693,7084,609,92.1,7.9,30051,8316,19719,97.61,2.39,58.65,"ROXBORO","NC","ROXBORO NC",-78.98235321,36.3940506,18,2.164502165,12658
"NC","North Carolina",37,"Rutherfordton town","Rutherfordton","Rutherfordton","town","Rutherfordton, North Carolina","Rutherfordton, NC",4213,4051,18603,"1600000US3758460",3758460,"Rutherfordton town, North Carolina",4193,1851,2342,49.5,44.15,55.85,4213,3946,267,93.66,6.34,1825,1825,4193,3532,514,84.24,12.26,3714,1876,50.5,4058,3968,90,97.8,2.2,52793,4193,39274,97.61,2.39,58.65,"RUTHERFORDTON","NC","RUTHERFORDTON NC",-81.95639801,35.3694458,6,1.430956356,23911
"NC","North Carolina",37,"Salemburg town","Salemburg","Salemburg","town","Salemburg, North Carolina","Salemburg, NC",435,422,18609,"1600000US3758840",3758840,"Salemburg town, North Carolina",374,164,210,56.5,43.85,56.15,435,0,435,0,100,190,190,374,334,14,89.3,3.74,322,141,43.8,348,340,8,97.7,2.3,43159,374,36528,97.61,2.39,58.65,"SALEMBURG","NC","SALEMBURG NC",-78.50263977,35.01582718,1,2.673796791,22020
"NC","North Carolina",37,"Salisbury city","Salisbury","Salisbury","city","Salisbury, North Carolina","Salisbury, NC",33662,33513,18610,"1600000US3758860",3758860,"Salisbury city, North Carolina",33653,16230,17423,38.2,48.23,51.77,33662,33573,89,99.74,0.26,12650,12650,33653,18418,12737,54.73,37.85,27276,14384,52.7,31603,28177,3426,89.2,10.8,51876,33653,36701,97.61,2.39,58.65,"SALISBURY","NC","SALISBURY NC",-80.47377014,35.67113495,52,1.545181707,21120
"NC","North Carolina",37,"Saluda city","Saluda","Saluda","city","Saluda, North Carolina","Saluda, NC",713,703,18611,"1600000US3758920",3758920,"Saluda city, North Carolina",656,270,386,55.8,41.16,58.84,713,0,713,0,100,261,261,656,605,18,92.23,2.74,559,271,48.5,625,600,25,96,4,58309,656,43542,97.61,2.39,58.65,"SALUDA","NC","SALUDA NC",-82.34889221,35.23649216,6,9.146341463,24415
"NC","North Carolina",37,"Sanford city","Sanford","Sanford","city","Sanford, North Carolina","Sanford, NC",28094,28865,18615,"1600000US3759280",3759280,"Sanford city, North Carolina",28988,13945,15043,35.1,48.11,51.89,28094,26768,1326,95.28,4.72,10161,10161,28988,17600,7363,60.71,25.4,21889,13828,63.2,26875,20716,6159,77.1,22.9,53634,28988,41638,97.61,2.39,58.65,"SANFORD","NC","SANFORD NC",-79.17978668,35.4800415,17,0.586449565,20151
"NC","North Carolina",37,"Scotland Neck town","Scotland Neck","Scotland Neck","town","Scotland Neck, North Carolina","Scotland Neck, NC",2059,1941,18620,"1600000US3759780",3759780,"Scotland Neck town, North Carolina",1613,846,767,48.4,52.45,47.55,2059,0,2059,0,100,696,696,1613,376,1019,23.31,63.17,1423,760,53.4,1492,1258,234,84.3,15.7,34297,1613,17019,97.61,2.39,58.65,"SCOTLAND NECK","NC","SCOTLAND NECK NC",-77.41972351,36.12969589,5,3.099814011,18708
"NC","North Carolina",37,"Selma town","Selma","Selma","town","Selma, North Carolina","Selma, NC",6073,6334,18625,"1600000US3760320",3760320,"Selma town, North Carolina",6220,3188,3032,31.6,51.25,48.75,6073,5839,234,96.15,3.85,1955,1955,6220,3112,1875,50.03,30.14,4372,2563,58.6,5574,3289,2285,59,41,30934,6220,22798,97.61,2.39,58.65,"SELMA","NC","SELMA NC",-78.28382874,35.53673172,1,0.160771704,10717
"NC","North Carolina",37,"Shallotte town","Shallotte","Shallotte","town","Shallotte, North Carolina","Shallotte, NC",3675,3827,18630,"1600000US3760800",3760800,"Shallotte town, North Carolina",3816,1690,2126,46.8,44.29,55.71,3675,3044,631,82.83,17.17,1565,1565,3816,3056,328,80.08,8.6,3245,1776,54.7,3630,3291,339,90.7,9.3,55035,3816,36947,97.61,2.39,58.65,"SHALLOTTE","NC","SHALLOTTE NC",-78.38527679,33.97378159,2,0.524109015,23771
"NC","North Carolina",37,"Sharpsburg town","Sharpsburg","Sharpsburg","town","Sharpsburg, North Carolina","Sharpsburg, NC",2024,2014,18632,"1600000US3761060",3761060,"Sharpsburg town, North Carolina",2228,1128,1100,32.5,50.63,49.37,2024,1990,34,98.32,1.68,858,858,2228,724,1263,32.5,56.69,1586,1029,64.9,2042,2027,15,99.3,0.7,38434,2228,27612,97.61,2.39,58.65,"SHARPSBURG","NC","SHARPSBURG NC",-77.82837677,35.86738205,1,0.448833034,15245
"NC","North Carolina",37,"Shelby city","Shelby","Shelby","city","Shelby, North Carolina","Shelby, NC",20323,20004,18633,"1600000US3761200",3761200,"Shelby city, North Carolina",20245,9242,11003,40.1,45.65,54.35,20323,19413,910,95.52,4.48,8097,8097,20245,11369,7963,56.16,39.33,15985,9167,57.3,18463,17677,786,95.7,4.3,50671,20245,34300,97.61,2.39,58.65,"SHELBY","NC","SHELBY NC",-81.53518677,35.29262543,23,1.136082983,21398
"NC","North Carolina",37,"Siler City town","Siler City","Siler City","town","Siler City, North Carolina","Siler City, NC",7887,8126,18634,"1600000US3761860",3761860,"Siler City town, North Carolina",8193,3977,4216,34.8,48.54,51.46,7887,7690,197,97.5,2.5,2705,2705,8193,4729,1786,57.72,21.8,6154,3889,63.2,7475,4270,3205,57.1,42.9,37135,8193,29956,97.61,2.39,58.65,"SILER CITY","NC","SILER CITY NC",-79.46157074,35.72395325,1,0.122055413,13898
"NC","North Carolina",37,"Smithfield town","Smithfield","Smithfield","town","Smithfield, North Carolina","Smithfield, NC",10966,11813,18640,"1600000US3762520",3762520,"Smithfield town, North Carolina",11562,5300,6262,44.3,45.84,54.16,10966,10564,402,96.33,3.67,4349,4349,11562,7304,3022,63.17,26.14,9431,4590,48.7,10694,8854,1840,82.8,17.2,46251,11562,30995,97.61,2.39,58.65,"SMITHFIELD","NC","SMITHFIELD NC",-78.33872223,35.50891876,1,0.086490227,19664
"NC","North Carolina",37,"Snow Hill town","Snow Hill","Snow Hill","town","Snow Hill, North Carolina","Snow Hill, NC",1595,1555,18642,"1600000US3762760",3762760,"Snow Hill town, North Carolina",1847,849,998,47,45.97,54.03,1595,0,1595,0,100,830,830,1847,915,838,49.54,45.37,1459,794,54.4,1709,1583,126,92.6,7.4,39099,1847,28947,97.61,2.39,58.65,"SNOW HILL","NC","SNOW HILL NC",-77.68035889,35.45199203,7,3.789929616,18612
"NC","North Carolina",37,"Southern Pines town","Southern Pines","Southern Pines","town","Southern Pines, North Carolina","Southern Pines, NC",12334,13395,18643,"1600000US3763120",3763120,"Southern Pines town, North Carolina",13018,6099,6919,48.4,46.85,53.15,12334,11862,472,96.17,3.83,5889,5889,13018,9682,2847,74.37,21.87,10864,5910,54.4,12292,11734,558,95.5,4.5,77600,13018,46377,97.61,2.39,58.65,"SOUTHERN PINES","NC","SOUTHERN PINES NC",-79.39178467,35.17448425,4,0.307266861,37429
"NC","North Carolina",37,"Southport city","Southport","Southport","city","Southport, North Carolina","Southport, NC",2833,3470,18648,"1600000US3763400",3763400,"Southport city, North Carolina",3154,1362,1792,53.6,43.18,56.82,2833,2530,303,89.3,10.7,1389,1389,3154,2677,369,84.88,11.7,2661,1248,46.9,2925,2818,107,96.3,3.7,58165,3154,42205,97.61,2.39,58.65,"SOUTHPORT","NC","SOUTHPORT NC",-78.01985931,33.9217453,4,1.268230818,27763
"NC","North Carolina",37,"Sparta town","Sparta","Sparta","town","Sparta, North Carolina","Sparta, NC",1770,1721,18651,"1600000US3763680",3763680,"Sparta town, North Carolina",1802,857,945,45.7,47.56,52.44,1770,0,1770,0,100,814,814,1802,1558,33,86.46,1.83,1505,737,49,1698,1520,178,89.5,10.5,34178,1802,21339,97.61,2.39,58.65,"SPARTA","NC","SPARTA NC",-81.12025452,36.50556946,2,1.109877913,16473
"NC","North Carolina",37,"Spencer town","Spencer","Spencer","town","Spencer, North Carolina","Spencer, NC",3267,3234,18653,"1600000US3763760",3763760,"Spencer town, North Carolina",3276,1781,1495,40.7,54.37,45.63,3267,3181,86,97.37,2.63,1364,1364,3276,1882,1038,57.45,31.68,2636,1363,51.7,2995,2671,324,89.2,10.8,43335,3276,40850,97.61,2.39,58.65,"SPENCER","NC","SPENCER NC",-80.43426514,35.69260025,1,0.305250305,18465
